
b'530,717,837,3\n'
b'524,707,837,3\n'
b'519,696,837,3\n'
b'510,686,836,3\n'
b'496,673,836,3\n'
b'487,663,835,3\n'
b'477,651,835,3\n'
b'465,636,834,3\n'
b'452,628,834,2\n'
b'441,621,834,2\n'
b'430,608,834,2\n'
b'417,598,833,2\n'
b'404,590,833,2\n'
b'394,581,832,2\n'
b'380,571,830,2\n'
b'365,562,829,2\n'
b'352,552,827,2\n'
b'342,543,826,2\n'
b'333,528,824,2\n'
b'329,520,822,2\n'
b'323,505,820,2\n'
b'313,496,818,2\n'
b'296,487,814,2\n'
b'284,478,814,2\n'
b'277,464,811,2\n'
b'261,448,808,2\n'
b'251,435,807,2\n'
b'240,425,805,2\n'
b'229,414,803,2\n'
b'215,401,800,1\n'
b'207,388,800,1\n'
b'201,379,797,1\n'
b'198,363,796,1\n'
b'192,346,792,1\n'
b'190,333,788,1\n'
b'184,316,784,1\n'
b'180,297,781,1\n'
b'171,288,776,1\n'
b'165,275,772,1\n'
b'157,264,768,1\n'
b'148,259,765,1\n'
b'146,248,760,1\n'
b'143,235,757,1\n'
b'135,227,753,1\n'
b'124,219,748,1\n'
b'116,207,745,1\n'
b'104,192,740,1\n'
b'84,185,736,1\n'
b'75,180,732,1\n'
b'72,173,726,0\n'
b'67,169,720,1\n'
b'66,163,717,1\n'
b'60,145,712,1\n'
b'47,135,706,0\n'
b'47,123,700,0\n'
b'42,118,693,0\n'
b'38,106,689,0\n'
b'36,97,686,0\n'
b'25,85,681,0\n'
b'22,81,678,0\n'
b'18,72,674,0\n'
b'17,65,669,0\n'
b'15,56,665,0\n'
b'13,53,661,0\n'
b'11,53,658,0\n'
b'8,48,654,0\n'
b'6,48,650,0\n'
b'2,46,646,0\n'
b'0,42,642,0\n'
b'0,41,637,0\n'
b'0,38,630,0\n'
b'0,33,622,0\n'
b'0,29,616,0\n'
b'0,26,609,0\n'
b'0,22,602,0\n'
b'0,23,594,0\n'
b'0,20,588,0\n'
b'0,19,583,0\n'
b'0,18,574,0\n'
b'0,15,565,0\n'
b'0,14,556,0\n'
b'0,9,543,0\n'
b'0,9,530,0\n'
b'0,7,520,0\n'
b'0,7,501,0\n'
b'0,7,483,0\n'
b'0,7,463,0\n'
b'0,6,447,0\n'
b'0,6,420,0\n'
b'0,6,392,0\n'
b'0,6,357,0\n'
b'0,6,317,0\n'
b'0,6,290,0\n'
b'0,6,243,0\n'
b'0,6,210,0\n'
b'0,5,170,0\n'
b'0,5,118,0\n'
b'0,6,82,0\n'
b'0,8,35,0\n'
b'0,8,17,0\n'
b'0,12,0,0\n'
b'0,11,0,0\n'
b'0,12,0,0\n'
b'0,16,0,0\n'
b'0,14,0,0\n'
b'0,18,0,0\n'
b'0,17,0,0\n'
b'0,19,0,0\n'
b'0,19,0,0\n'
b'0,22,0,0\n'
b'0,27,0,0\n'
b'0,32,0,0\n'
b'0,33,0,0\n'
b'0,37,0,0\n'
b'0,44,0,0\n'
b'0,47,0,0\n'
b'0,54,0,0\n'
b'0,61,0,0\n'
b'0,62,0,0\n'
b'0,65,0,0\n'
b'0,68,0,0\n'
b'0,74,0,0\n'
b'0,82,0,0\n'
b'0,84,0,0\n'
b'0,77,0,0\n'
b'0,76,0,0\n'
b'0,73,0,0\n'
b'0,73,0,0\n'
b'0,67,0,0\n'
b'0,66,0,0\n'
b'0,67,0,0\n'
b'0,70,0,0\n'
b'0,74,0,0\n'
b'0,74,0,0\n'
b'0,78,0,0\n'
b'0,79,0,0\n'
b'0,82,0,0\n'
b'0,85,0,0\n'
b'0,85,0,0\n'
b'0,86,0,0\n'
b'0,86,0,0\n'
b'0,87,0,0\n'
b'0,88,0,0\n'
b'0,84,0,0\n'
b'0,80,0,0\n'
b'0,81,0,0\n'
b'0,79,0,0\n'
